[2019-07-07 20:16:40 $28653.0]	INFO	Server is reloading all workers now
[2019-07-07 20:29:55 $28653.0]	WARNING	swManager_check_exit_status: worker#14[pid=29262] abnormal exit, status=0, signal=9
[2019-07-07 20:29:55 $28653.0]	WARNING	swManager_check_exit_status: worker#12[pid=29261] abnormal exit, status=0, signal=9
[2019-07-07 20:29:55 $28653.0]	WARNING	swManager_check_exit_status: worker#11[pid=29260] abnormal exit, status=0, signal=9
[2019-07-07 20:29:55 $28653.0]	WARNING	swManager_check_exit_status: worker#10[pid=29259] abnormal exit, status=0, signal=9
[2019-07-07 20:30:57 $28653.0]	INFO	Server is reloading all workers now
[2019-07-07 20:31:00 $28653.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=29310] exit timeout, forced kill
[2019-07-07 20:31:00 $28653.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=29312] exit timeout, forced kill
[2019-07-07 20:31:00 $28653.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=29318] exit timeout, forced kill
[2019-07-07 20:31:00 $28653.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=29317] exit timeout, forced kill
[2019-07-07 20:31:00 $28653.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=29316] exit timeout, forced kill
[2019-07-07 20:31:00 $28653.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=29313] exit timeout, forced kill
[2019-07-07 20:31:00 $28653.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=29315] exit timeout, forced kill
[2019-07-07 20:31:00 $28653.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=29314] exit timeout, forced kill
[2019-07-07 20:31:00 $28653.0]	WARNING	swManager_check_exit_status: worker#10[pid=29318] abnormal exit, status=0, signal=9
[2019-07-07 20:31:00 $28653.0]	WARNING	swManager_check_exit_status: worker#11[pid=29317] abnormal exit, status=0, signal=9
[2019-07-07 20:31:00 $28653.0]	WARNING	swManager_check_exit_status: worker#12[pid=29316] abnormal exit, status=0, signal=9
[2019-07-07 20:31:00 $28653.0]	WARNING	swManager_check_exit_status: worker#14[pid=29315] abnormal exit, status=0, signal=9
[2019-07-07 20:31:00 $28653.0]	WARNING	swManager_check_exit_status: worker#15[pid=29314] abnormal exit, status=0, signal=9
[2019-07-07 20:31:00 $28653.0]	WARNING	swManager_check_exit_status: worker#13[pid=29313] abnormal exit, status=0, signal=9
[2019-07-07 20:31:00 $28653.0]	WARNING	swManager_check_exit_status: worker#9[pid=29312] abnormal exit, status=0, signal=9
[2019-07-07 20:39:00 $33831.0]	INFO	Server is reloading all workers now
[2019-07-07 20:39:03 $33831.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=33832] exit timeout, forced kill
[2019-07-07 20:39:03 $33831.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=33833] exit timeout, forced kill
[2019-07-07 20:39:03 $33831.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=33834] exit timeout, forced kill
[2019-07-07 20:39:03 $33831.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=33835] exit timeout, forced kill
[2019-07-07 20:39:03 $33831.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=33836] exit timeout, forced kill
[2019-07-07 20:39:03 $33831.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=33837] exit timeout, forced kill
[2019-07-07 20:39:03 $33831.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=33838] exit timeout, forced kill
[2019-07-07 20:39:03 $33831.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=33839] exit timeout, forced kill
[2019-07-07 20:39:03 $33831.0]	WARNING	swManager_check_exit_status: worker#11[pid=33835] abnormal exit, status=0, signal=9
[2019-07-07 20:39:03 $33831.0]	WARNING	swManager_check_exit_status: worker#15[pid=33839] abnormal exit, status=0, signal=9
[2019-07-07 20:39:03 $33831.0]	WARNING	swManager_check_exit_status: worker#14[pid=33838] abnormal exit, status=0, signal=9
[2019-07-07 20:39:03 $33831.0]	WARNING	swManager_check_exit_status: worker#13[pid=33837] abnormal exit, status=0, signal=9
[2019-07-07 20:39:03 $33831.0]	WARNING	swManager_check_exit_status: worker#12[pid=33836] abnormal exit, status=0, signal=9
[2019-07-07 20:39:03 $33831.0]	WARNING	swManager_check_exit_status: worker#10[pid=33834] abnormal exit, status=0, signal=9
[2019-07-07 20:39:03 $33831.0]	WARNING	swManager_check_exit_status: worker#9[pid=33833] abnormal exit, status=0, signal=9
[2019-07-07 20:41:13 $33936.0]	INFO	Server is reloading all workers now
[2019-07-07 20:41:16 $33936.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=33937] exit timeout, forced kill
[2019-07-07 20:41:16 $33936.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=33938] exit timeout, forced kill
[2019-07-07 20:41:16 $33936.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=33939] exit timeout, forced kill
[2019-07-07 20:41:16 $33936.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=33940] exit timeout, forced kill
[2019-07-07 20:41:16 $33936.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=33941] exit timeout, forced kill
[2019-07-07 20:41:16 $33936.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=33942] exit timeout, forced kill
[2019-07-07 20:41:16 $33936.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=33943] exit timeout, forced kill
[2019-07-07 20:41:16 $33936.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=33944] exit timeout, forced kill
[2019-07-07 20:41:16 $33936.0]	WARNING	swManager_check_exit_status: worker#11[pid=33940] abnormal exit, status=0, signal=9
[2019-07-07 20:41:16 $33936.0]	WARNING	swManager_check_exit_status: worker#14[pid=33943] abnormal exit, status=0, signal=9
[2019-07-07 20:41:16 $33936.0]	WARNING	swManager_check_exit_status: worker#15[pid=33944] abnormal exit, status=0, signal=9
[2019-07-07 20:41:16 $33936.0]	WARNING	swManager_check_exit_status: worker#13[pid=33942] abnormal exit, status=0, signal=9
[2019-07-07 20:41:16 $33936.0]	WARNING	swManager_check_exit_status: worker#12[pid=33941] abnormal exit, status=0, signal=9
[2019-07-07 20:41:16 $33936.0]	WARNING	swManager_check_exit_status: worker#10[pid=33939] abnormal exit, status=0, signal=9
[2019-07-07 20:41:16 $33936.0]	WARNING	swManager_check_exit_status: worker#9[pid=33938] abnormal exit, status=0, signal=9
[2019-07-07 20:42:44 $34042.0]	INFO	Server is reloading all workers now
[2019-07-07 20:42:47 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34043] exit timeout, forced kill
[2019-07-07 20:42:47 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34044] exit timeout, forced kill
[2019-07-07 20:42:47 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34045] exit timeout, forced kill
[2019-07-07 20:42:47 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34046] exit timeout, forced kill
[2019-07-07 20:42:47 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34047] exit timeout, forced kill
[2019-07-07 20:42:47 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34048] exit timeout, forced kill
[2019-07-07 20:42:47 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34049] exit timeout, forced kill
[2019-07-07 20:42:47 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34050] exit timeout, forced kill
[2019-07-07 20:42:47 $34042.0]	WARNING	swManager_check_exit_status: worker#13[pid=34048] abnormal exit, status=0, signal=9
[2019-07-07 20:42:47 $34042.0]	WARNING	swManager_check_exit_status: worker#15[pid=34050] abnormal exit, status=0, signal=9
[2019-07-07 20:42:47 $34042.0]	WARNING	swManager_check_exit_status: worker#14[pid=34049] abnormal exit, status=0, signal=9
[2019-07-07 20:42:47 $34042.0]	WARNING	swManager_check_exit_status: worker#12[pid=34047] abnormal exit, status=0, signal=9
[2019-07-07 20:42:47 $34042.0]	WARNING	swManager_check_exit_status: worker#11[pid=34046] abnormal exit, status=0, signal=9
[2019-07-07 20:42:47 $34042.0]	WARNING	swManager_check_exit_status: worker#10[pid=34045] abnormal exit, status=0, signal=9
[2019-07-07 20:42:47 $34042.0]	WARNING	swManager_check_exit_status: worker#9[pid=34044] abnormal exit, status=0, signal=9
[2019-07-07 20:42:48 $34042.0]	INFO	Server is reloading all workers now
[2019-07-07 20:42:51 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34070] exit timeout, forced kill
[2019-07-07 20:42:51 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34084] exit timeout, forced kill
[2019-07-07 20:42:51 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34083] exit timeout, forced kill
[2019-07-07 20:42:51 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34082] exit timeout, forced kill
[2019-07-07 20:42:51 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34081] exit timeout, forced kill
[2019-07-07 20:42:51 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34078] exit timeout, forced kill
[2019-07-07 20:42:51 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34080] exit timeout, forced kill
[2019-07-07 20:42:51 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34079] exit timeout, forced kill
[2019-07-07 20:42:51 $34042.0]	WARNING	swManager_check_exit_status: worker#9[pid=34084] abnormal exit, status=0, signal=9
[2019-07-07 20:42:51 $34042.0]	WARNING	swManager_check_exit_status: worker#10[pid=34083] abnormal exit, status=0, signal=9
[2019-07-07 20:42:51 $34042.0]	WARNING	swManager_check_exit_status: worker#11[pid=34082] abnormal exit, status=0, signal=9
[2019-07-07 20:42:51 $34042.0]	WARNING	swManager_check_exit_status: worker#12[pid=34081] abnormal exit, status=0, signal=9
[2019-07-07 20:42:51 $34042.0]	WARNING	swManager_check_exit_status: worker#14[pid=34080] abnormal exit, status=0, signal=9
[2019-07-07 20:42:51 $34042.0]	WARNING	swManager_check_exit_status: worker#15[pid=34079] abnormal exit, status=0, signal=9
[2019-07-07 20:42:51 $34042.0]	WARNING	swManager_check_exit_status: worker#13[pid=34078] abnormal exit, status=0, signal=9
[2019-07-07 20:44:10 $34042.0]	INFO	Server is reloading all workers now
[2019-07-07 20:44:13 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34093] exit timeout, forced kill
[2019-07-07 20:44:13 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34097] exit timeout, forced kill
[2019-07-07 20:44:13 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34098] exit timeout, forced kill
[2019-07-07 20:44:13 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34099] exit timeout, forced kill
[2019-07-07 20:44:13 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34100] exit timeout, forced kill
[2019-07-07 20:44:13 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34103] exit timeout, forced kill
[2019-07-07 20:44:13 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34101] exit timeout, forced kill
[2019-07-07 20:44:13 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34102] exit timeout, forced kill
[2019-07-07 20:44:13 $34042.0]	WARNING	swManager_check_exit_status: worker#10[pid=34098] abnormal exit, status=0, signal=9
[2019-07-07 20:44:13 $34042.0]	WARNING	swManager_check_exit_status: worker#13[pid=34103] abnormal exit, status=0, signal=9
[2019-07-07 20:44:13 $34042.0]	WARNING	swManager_check_exit_status: worker#15[pid=34102] abnormal exit, status=0, signal=9
[2019-07-07 20:44:13 $34042.0]	WARNING	swManager_check_exit_status: worker#14[pid=34101] abnormal exit, status=0, signal=9
[2019-07-07 20:44:13 $34042.0]	WARNING	swManager_check_exit_status: worker#12[pid=34100] abnormal exit, status=0, signal=9
[2019-07-07 20:44:13 $34042.0]	WARNING	swManager_check_exit_status: worker#11[pid=34099] abnormal exit, status=0, signal=9
[2019-07-07 20:44:13 $34042.0]	WARNING	swManager_check_exit_status: worker#9[pid=34097] abnormal exit, status=0, signal=9
[2019-07-07 20:45:10 $34042.0]	INFO	Server is reloading all workers now
[2019-07-07 20:45:13 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34151] exit timeout, forced kill
[2019-07-07 20:45:13 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34162] exit timeout, forced kill
[2019-07-07 20:45:13 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34156] exit timeout, forced kill
[2019-07-07 20:45:13 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34161] exit timeout, forced kill
[2019-07-07 20:45:13 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34160] exit timeout, forced kill
[2019-07-07 20:45:13 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34157] exit timeout, forced kill
[2019-07-07 20:45:13 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34159] exit timeout, forced kill
[2019-07-07 20:45:13 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34158] exit timeout, forced kill
[2019-07-07 20:45:13 $34042.0]	WARNING	swManager_check_exit_status: worker#9[pid=34162] abnormal exit, status=0, signal=9
[2019-07-07 20:45:13 $34042.0]	WARNING	swManager_check_exit_status: worker#11[pid=34161] abnormal exit, status=0, signal=9
[2019-07-07 20:45:13 $34042.0]	WARNING	swManager_check_exit_status: worker#12[pid=34160] abnormal exit, status=0, signal=9
[2019-07-07 20:45:13 $34042.0]	WARNING	swManager_check_exit_status: worker#14[pid=34159] abnormal exit, status=0, signal=9
[2019-07-07 20:45:13 $34042.0]	WARNING	swManager_check_exit_status: worker#15[pid=34158] abnormal exit, status=0, signal=9
[2019-07-07 20:45:13 $34042.0]	WARNING	swManager_check_exit_status: worker#13[pid=34157] abnormal exit, status=0, signal=9
[2019-07-07 20:45:13 $34042.0]	WARNING	swManager_check_exit_status: worker#10[pid=34156] abnormal exit, status=0, signal=9
[2019-07-07 20:45:25 $34042.0]	INFO	Server is reloading all workers now
[2019-07-07 20:45:28 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34196] exit timeout, forced kill
[2019-07-07 20:45:28 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34203] exit timeout, forced kill
[2019-07-07 20:45:28 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34209] exit timeout, forced kill
[2019-07-07 20:45:28 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34204] exit timeout, forced kill
[2019-07-07 20:45:28 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34205] exit timeout, forced kill
[2019-07-07 20:45:28 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34208] exit timeout, forced kill
[2019-07-07 20:45:28 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34206] exit timeout, forced kill
[2019-07-07 20:45:28 $34042.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34207] exit timeout, forced kill
[2019-07-07 20:45:28 $34042.0]	WARNING	swManager_check_exit_status: worker#9[pid=34203] abnormal exit, status=0, signal=9
[2019-07-07 20:45:28 $34042.0]	WARNING	swManager_check_exit_status: worker#10[pid=34209] abnormal exit, status=0, signal=9
[2019-07-07 20:45:28 $34042.0]	WARNING	swManager_check_exit_status: worker#13[pid=34208] abnormal exit, status=0, signal=9
[2019-07-07 20:45:28 $34042.0]	WARNING	swManager_check_exit_status: worker#15[pid=34207] abnormal exit, status=0, signal=9
[2019-07-07 20:45:28 $34042.0]	WARNING	swManager_check_exit_status: worker#14[pid=34206] abnormal exit, status=0, signal=9
[2019-07-07 20:45:28 $34042.0]	WARNING	swManager_check_exit_status: worker#12[pid=34205] abnormal exit, status=0, signal=9
[2019-07-07 20:45:28 $34042.0]	WARNING	swManager_check_exit_status: worker#11[pid=34204] abnormal exit, status=0, signal=9
[2019-07-07 20:45:34 $34042.0]	INFO	Server is reloading all workers now
[2019-07-07 20:47:10 $34249.0]	INFO	Server is reloading all workers now
[2019-07-07 20:47:13 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34250] exit timeout, forced kill
[2019-07-07 20:47:13 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34251] exit timeout, forced kill
[2019-07-07 20:47:13 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34252] exit timeout, forced kill
[2019-07-07 20:47:13 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34253] exit timeout, forced kill
[2019-07-07 20:47:13 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34254] exit timeout, forced kill
[2019-07-07 20:47:13 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34255] exit timeout, forced kill
[2019-07-07 20:47:13 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34256] exit timeout, forced kill
[2019-07-07 20:47:13 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34257] exit timeout, forced kill
[2019-07-07 20:47:13 $34249.0]	WARNING	swManager_check_exit_status: worker#9[pid=34251] abnormal exit, status=0, signal=9
[2019-07-07 20:47:13 $34249.0]	WARNING	swManager_check_exit_status: worker#15[pid=34257] abnormal exit, status=0, signal=9
[2019-07-07 20:47:13 $34249.0]	WARNING	swManager_check_exit_status: worker#14[pid=34256] abnormal exit, status=0, signal=9
[2019-07-07 20:47:13 $34249.0]	WARNING	swManager_check_exit_status: worker#13[pid=34255] abnormal exit, status=0, signal=9
[2019-07-07 20:47:13 $34249.0]	WARNING	swManager_check_exit_status: worker#12[pid=34254] abnormal exit, status=0, signal=9
[2019-07-07 20:47:13 $34249.0]	WARNING	swManager_check_exit_status: worker#11[pid=34253] abnormal exit, status=0, signal=9
[2019-07-07 20:47:13 $34249.0]	WARNING	swManager_check_exit_status: worker#10[pid=34252] abnormal exit, status=0, signal=9
[2019-07-07 20:47:15 $34249.0]	INFO	Server is reloading all workers now
[2019-07-07 20:47:18 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34323] exit timeout, forced kill
[2019-07-07 20:47:18 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34327] exit timeout, forced kill
[2019-07-07 20:47:18 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34333] exit timeout, forced kill
[2019-07-07 20:47:18 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34332] exit timeout, forced kill
[2019-07-07 20:47:18 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34331] exit timeout, forced kill
[2019-07-07 20:47:18 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34330] exit timeout, forced kill
[2019-07-07 20:47:18 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34329] exit timeout, forced kill
[2019-07-07 20:47:18 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34328] exit timeout, forced kill
[2019-07-07 20:47:18 $34249.0]	WARNING	swManager_check_exit_status: worker#9[pid=34327] abnormal exit, status=0, signal=9
[2019-07-07 20:47:18 $34249.0]	WARNING	swManager_check_exit_status: worker#10[pid=34333] abnormal exit, status=0, signal=9
[2019-07-07 20:47:18 $34249.0]	WARNING	swManager_check_exit_status: worker#11[pid=34332] abnormal exit, status=0, signal=9
[2019-07-07 20:47:18 $34249.0]	WARNING	swManager_check_exit_status: worker#12[pid=34331] abnormal exit, status=0, signal=9
[2019-07-07 20:47:18 $34249.0]	WARNING	swManager_check_exit_status: worker#13[pid=34330] abnormal exit, status=0, signal=9
[2019-07-07 20:47:18 $34249.0]	WARNING	swManager_check_exit_status: worker#14[pid=34329] abnormal exit, status=0, signal=9
[2019-07-07 20:47:18 $34249.0]	WARNING	swManager_check_exit_status: worker#15[pid=34328] abnormal exit, status=0, signal=9
[2019-07-07 20:47:29 $34249.0]	INFO	Server is reloading all workers now
[2019-07-07 20:47:32 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34343] exit timeout, forced kill
[2019-07-07 20:47:32 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34345] exit timeout, forced kill
[2019-07-07 20:47:32 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34346] exit timeout, forced kill
[2019-07-07 20:47:32 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34347] exit timeout, forced kill
[2019-07-07 20:47:32 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34348] exit timeout, forced kill
[2019-07-07 20:47:32 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34349] exit timeout, forced kill
[2019-07-07 20:47:32 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34350] exit timeout, forced kill
[2019-07-07 20:47:32 $34249.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34351] exit timeout, forced kill
[2019-07-07 20:47:32 $34249.0]	WARNING	swManager_check_exit_status: worker#9[pid=34345] abnormal exit, status=0, signal=9
[2019-07-07 20:47:32 $34249.0]	WARNING	swManager_check_exit_status: worker#15[pid=34351] abnormal exit, status=0, signal=9
[2019-07-07 20:47:32 $34249.0]	WARNING	swManager_check_exit_status: worker#14[pid=34350] abnormal exit, status=0, signal=9
[2019-07-07 20:47:32 $34249.0]	WARNING	swManager_check_exit_status: worker#13[pid=34349] abnormal exit, status=0, signal=9
[2019-07-07 20:47:32 $34249.0]	WARNING	swManager_check_exit_status: worker#12[pid=34348] abnormal exit, status=0, signal=9
[2019-07-07 20:47:32 $34249.0]	WARNING	swManager_check_exit_status: worker#11[pid=34347] abnormal exit, status=0, signal=9
[2019-07-07 20:47:32 $34249.0]	WARNING	swManager_check_exit_status: worker#10[pid=34346] abnormal exit, status=0, signal=9
[2019-07-07 20:47:51 $34378.0]	INFO	Server is reloading all workers now
[2019-07-07 20:47:54 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34379] exit timeout, forced kill
[2019-07-07 20:47:54 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34380] exit timeout, forced kill
[2019-07-07 20:47:54 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34381] exit timeout, forced kill
[2019-07-07 20:47:54 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34382] exit timeout, forced kill
[2019-07-07 20:47:54 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34383] exit timeout, forced kill
[2019-07-07 20:47:54 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34384] exit timeout, forced kill
[2019-07-07 20:47:54 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34385] exit timeout, forced kill
[2019-07-07 20:47:54 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#15[pid=34386] exit timeout, forced kill
[2019-07-07 20:47:54 $34378.0]	WARNING	swManager_check_exit_status: worker#10[pid=34381] abnormal exit, status=0, signal=9
[2019-07-07 20:47:54 $34378.0]	WARNING	swManager_check_exit_status: worker#15[pid=34386] abnormal exit, status=0, signal=9
[2019-07-07 20:47:54 $34378.0]	WARNING	swManager_check_exit_status: worker#14[pid=34385] abnormal exit, status=0, signal=9
[2019-07-07 20:47:54 $34378.0]	WARNING	swManager_check_exit_status: worker#13[pid=34384] abnormal exit, status=0, signal=9
[2019-07-07 20:47:54 $34378.0]	WARNING	swManager_check_exit_status: worker#12[pid=34383] abnormal exit, status=0, signal=9
[2019-07-07 20:47:54 $34378.0]	WARNING	swManager_check_exit_status: worker#11[pid=34382] abnormal exit, status=0, signal=9
[2019-07-07 20:47:54 $34378.0]	WARNING	swManager_check_exit_status: worker#9[pid=34380] abnormal exit, status=0, signal=9
[2019-07-07 20:48:03 $34378.0]	INFO	Server is reloading all workers now
[2019-07-07 20:48:06 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#8[pid=34411] exit timeout, forced kill
[2019-07-07 20:48:06 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#9[pid=34420] exit timeout, forced kill
[2019-07-07 20:48:06 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#10[pid=34414] exit timeout, forced kill
[2019-07-07 20:48:06 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#11[pid=34419] exit timeout, forced kill
[2019-07-07 20:48:06 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#12[pid=34418] exit timeout, forced kill
[2019-07-07 20:48:06 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#13[pid=34417] exit timeout, forced kill
[2019-07-07 20:48:06 $34378.0]	WARNING	swManager_kill_timeout_process (ERRNO 9012): [Manager] Worker#14[pid=34416] exit timeout, forced kill
